method,heuristic,n,m,train_seed,episode,success,cf_success,steps,total_distance,max_distance,jain,obs_collisions,robot_collisions,per_robot_distances,wall_ms_per_step
astar,bbox,5,20,-1,5,True,False,16,44,13,0.9175355450236967,9,7,"[13, 10, 6, 6, 9]",
astar,minimax,5,20,-1,5,True,False,14,32,11,0.7366906474820144,7,0,"[11, 10, 2, 2, 7]",
ppo,,5,20,0,6,0.0,0.0,300.0,33.0,9.0,0.8677290836653386,298.0,0.0,"[9.0, 2.0, 9.0, 7.0, 6.0]",0.4847266666666646
astar,median,5,20,-1,6,True,False,18,53,13,0.9316749585406302,6,5,"[12, 12, 11, 13, 5]",
astar,component,5,20,-1,6,True,False,90,107,26,0.9857081360309944,3,167,"[26, 22, 19, 19, 21]",
astar,bbox,5,20,-1,6,True,False,21,51,12,0.9544954128440367,6,42,"[11, 12, 10, 12, 6]",
astar,minimax,5,20,-1,6,True,False,48,59,15,0.9523939808481532,6,68,"[12, 12, 13, 15, 7]",
ppo,,5,20,0,7,0.0,0.0,300.0,310.0,300.0,0.2134749094786414,592.0,1.0,"[2.0, 300.0, 1.0, 2.0, 5.0]",0.48483599999999666
astar,median,5,20,-1,7,True,True,61,26,11,0.689795918367347,0,143,"[11, 7, 4, 1, 3]",
astar,component,5,20,-1,7,True,True,11,25,8,0.8503401360544217,0,8,"[8, 7, 3, 4, 3]",
astar,bbox,5,20,-1,7,True,False,27,39,12,0.8766570605187319,3,34,"[9, 12, 5, 9, 4]",
astar,minimax,5,20,-1,7,True,False,114,51,12,0.9723364485981308,2,202,"[12, 11, 11, 7, 10]",
ppo,,5,20,0,8,0.0,0.0,300.0,21.0,8.0,0.7289256198347107,597.0,0.0,"[2.0, 1.0, 8.0, 6.0, 4.0]",0.48430266666667166
astar,median,5,20,-1,8,True,False,10,35,10,0.9386973180076629,4,0,"[6, 6, 8, 10, 5]",
astar,component,5,20,-1,8,True,False,44,84,22,0.9321003963011889,8,59,"[22, 11, 12, 18, 21]",
astar,bbox,5,20,-1,8,True,False,16,43,11,0.9757255936675462,11,21,"[11, 8, 7, 9, 8]",
astar,minimax,5,20,-1,8,True,False,60,40,11,0.9580838323353293,8,115,"[7, 11, 8, 8, 6]",
ppo,,5,20,0,9,0.0,0.0,300.0,324.0,299.0,0.23442608307280036,293.0,0.0,"[299.0, 5.0, 7.0, 7.0, 6.0]",0.4882389999999977
astar,median,5,20,-1,9,True,False,44,48,17,0.8199288256227758,6,45,"[4, 6, 17, 11, 10]",
astar,component,5,20,-1,9,True,False,18,59,15,0.9523939808481532,5,13,"[15, 9, 15, 10, 10]",
astar,bbox,5,20,-1,9,True,False,23,44,13,0.8921658986175115,3,67,"[7, 4, 10, 13, 10]",
astar,minimax,5,20,-1,9,True,False,107,59,16,0.9245683930942895,10,240,"[6, 12, 16, 11, 14]",
ppo,,5,20,0,10,0.0,0.0,300.0,33.0,11.0,0.7696113074204947,583.0,291.0,"[11.0, 7.0, 0.0, 7.0, 8.0]",0.5232469999999978
astar,median,5,20,-1,10,True,False,64,47,14,0.9109278350515464,3,143,"[10, 10, 8, 5, 14]",
astar,component,5,20,-1,10,True,False,23,64,17,0.9592505854800937,9,9,"[12, 12, 9, 14, 17]",
astar,bbox,5,20,-1,10,True,False,19,56,14,0.9679012345679012,9,10,"[9, 14, 11, 9, 13]",
astar,minimax,5,20,-1,10,True,True,8,35,8,0.9683794466403162,0,0,"[8, 8, 5, 6, 8]",
ppo,,5,20,0,11,0.0,0.0,300.0,35.0,12.0,0.7980456026058632,300.0,288.0,"[3.0, 9.0, 3.0, 12.0, 8.0]",0.4902716666666625
astar,median,5,20,-1,11,True,False,46,51,16,0.8922813036020584,3,35,"[6, 11, 7, 16, 11]",
astar,component,5,20,-1,11,True,False,71,77,18,0.9824357912178956,3,146,"[18, 13, 13, 17, 16]",
astar,bbox,5,20,-1,11,True,False,14,51,14,0.933931777378815,3,1,"[8, 8, 8, 14, 13]",
astar,minimax,5,20,-1,11,True,False,23,38,12,0.8494117647058823,3,69,"[3, 9, 5, 12, 9]",
ppo,,5,20,0,12,0.0,0.0,300.0,37.0,14.0,0.6412177985948477,301.0,572.0,"[5.0, 14.0, 1.0, 14.0, 3.0]",0.49366433333333976
astar,median,5,20,-1,12,True,False,28,37,20,0.5645360824742268,12,6,"[6, 20, 3, 2, 6]",
astar,component,5,20,-1,12,True,False,65,63,21,0.8489839572192514,4,161,"[9, 21, 6, 11, 16]",
astar,bbox,5,20,-1,12,True,False,26,49,11,0.9901030927835052,6,74,"[11, 11, 9, 9, 9]",
astar,minimax,5,20,-1,12,True,False,87,49,14,0.943418467583497,6,183,"[10, 14, 10, 8, 7]",
ppo,,5,20,0,13,0.0,0.0,300.0,18.0,7.0,0.6893617021276596,594.0,0.0,"[7.0, 4.0, 2.0, 5.0, 0.0]",0.4841256666666638
astar,median,5,20,-1,13,True,False,88,65,23,0.8596134282807731,9,254,"[10, 13, 11, 23, 8]",
astar,component,5,20,-1,13,False,False,300,257,98,0.6291879018814003,9,915,"[6, 47, 11, 95, 98]",
astar,bbox,5,20,-1,13,True,False,81,66,15,0.9469565217391305,5,130,"[15, 15, 7, 14, 15]",
astar,minimax,5,20,-1,13,True,False,51,67,17,0.9685005393743258,9,70,"[12, 15, 13, 17, 10]",
ppo,,5,20,0,14,0.0,0.0,300.0,29.0,13.0,0.5943462897526501,0.0,287.0,"[8.0, 13.0, 1.0, 0.0, 7.0]",0.5563669999999968
astar,median,5,20,-1,14,True,False,22,43,20,0.5577677224736048,7,2,"[15, 20, 1, 1, 6]",
astar,component,5,20,-1,14,True,False,33,118,31,0.9662734212352533,7,2,"[26, 31, 20, 19, 22]",
astar,bbox,5,20,-1,14,True,False,16,48,12,0.9804255319148936,6,17,"[8, 10, 9, 9, 12]",
astar,minimax,5,20,-1,14,True,False,13,48,13,0.9442622950819672,7,2,"[6, 11, 9, 9, 13]",
ppo,,5,20,0,15,0.0,0.0,300.0,318.0,300.0,0.22438591430536756,891.0,0.0,"[7.0, 300.0, 9.0, 2.0, 0.0]",0.4974423333333415
astar,median,5,20,-1,15,True,True,13,32,13,0.5720670391061452,0,9,"[13, 0, 2, 4, 13]",
astar,component,5,20,-1,15,True,False,43,79,34,0.7312243702401875,11,21,"[17, 10, 9, 9, 34]",
astar,bbox,5,20,-1,15,True,False,90,78,18,0.9781350482315112,3,269,"[18, 14, 16, 18, 12]",
astar,minimax,5,20,-1,15,True,False,15,46,11,0.9574660633484163,8,5,"[11, 6, 8, 10, 11]",
ppo,,5,20,0,16,0.0,0.0,300.0,6.0,3.0,0.5142857142857142,299.0,298.0,"[2.0, 1.0, 0.0, 0.0, 3.0]",0.4975979999999917
astar,median,5,20,-1,16,True,False,13,27,12,0.6422907488986784,1,6,"[7, 12, 5, 0, 3]",
astar,component,5,20,-1,16,True,False,14,32,13,0.7262411347517731,1,37,"[8, 13, 6, 2, 3]",
astar,bbox,5,20,-1,16,True,False,10,34,10,0.8562962962962963,1,6,"[10, 9, 8, 3, 4]",
astar,minimax,5,20,-1,16,True,False,10,28,9,0.725925925925926,1,4,"[9, 9, 7, 2, 1]",
ppo,,5,20,0,17,0.0,0.0,300.0,44.0,14.0,0.7775100401606426,299.0,0.0,"[11.0, 14.0, 6.0, 12.0, 1.0]",0.5004820000000029
astar,median,5,20,-1,17,True,False,16,51,15,0.8626865671641791,2,0,"[8, 15, 5, 8, 15]",
astar,component,5,20,-1,17,True,False,38,85,25,0.8773527625986642,4,60,"[10, 25, 15, 11, 24]",
astar,bbox,5,20,-1,17,True,False,88,69,17,0.9627906976744186,3,307,"[11, 11, 13, 17, 17]",
astar,minimax,5,20,-1,17,True,False,12,54,12,0.9884745762711864,3,0,"[9, 11, 10, 12, 12]",
ppo,,5,20,0,18,1.0,0.0,14.0,34.0,14.0,0.6682080924855491,4.0,0.0,"[0.0, 10.0, 5.0, 14.0, 5.0]",0.6115785714284934
astar,median,5,20,-1,18,True,True,13,33,13,0.7188118811881188,0,0,"[3, 10, 3, 13, 4]",
astar,component,5,20,-1,18,True,True,12,41,12,0.868733850129199,0,8,"[5, 12, 7, 12, 5]",
astar,bbox,5,20,-1,18,True,True,12,34,12,0.7758389261744967,0,14,"[5, 10, 2, 12, 5]",
astar,minimax,5,20,-1,18,True,False,163,63,18,0.9461263408820024,1,376,"[11, 12, 9, 18, 13]",
ppo,,5,20,0,19,0.0,0.0,300.0,34.0,9.0,0.9174603174603174,296.0,0.0,"[9.0, 7.0, 5.0, 9.0, 4.0]",0.48445233333333465
astar,median,5,20,-1,19,True,False,72,65,19,0.9462486002239642,3,143,"[11, 11, 11, 13, 19]",
astar,component,5,20,-1,19,False,False,300,346,80,0.99349377593361,8,789,"[68, 68, 80, 66, 64]",
astar,bbox,5,20,-1,19,True,False,169,93,26,0.9205960617349654,4,474,"[24, 13, 17, 13, 26]",
astar,minimax,5,20,-1,19,True,False,132,81,19,0.9727205337286879,2,439,"[17, 13, 19, 13, 19]",
ppo,,5,20,1,0,0.0,0.0,300.0,318.0,300.0,0.22442575290175104,592.0,0.0,"[8.0, 7.0, 1.0, 2.0, 300.0]",0.4890693333333355
ppo,,5,20,1,1,0.0,0.0,300.0,34.0,11.0,0.7917808219178082,587.0,289.0,"[4.0, 5.0, 3.0, 11.0, 11.0]",0.49438933333333307
ppo,,5,20,1,2,0.0,0.0,300.0,14.0,4.0,0.8909090909090909,1188.0,0.0,"[3.0, 3.0, 3.0, 1.0, 4.0]",0.48566033333333536
ppo,,5,20,1,3,0.0,0.0,300.0,15.0,5.0,0.7377049180327869,590.0,299.0,"[5.0, 5.0, 1.0, 3.0, 1.0]",0.4841689999999943
ppo,,5,20,1,4,0.0,0.0,300.0,35.0,12.0,0.768025078369906,299.0,0.0,"[5.0, 7.0, 10.0, 1.0, 12.0]",0.4845203333333359
ppo,,5,20,1,5,0.0,0.0,300.0,20.0,7.0,0.7017543859649122,587.0,0.0,"[7.0, 6.0, 2.0, 5.0, 0.0]",0.49250299999999453
ppo,,5,20,1,6,0.0,0.0,300.0,39.0,13.0,0.7260143198090692,298.0,287.0,"[11.0, 2.0, 11.0, 13.0, 2.0]",0.49481566666667476
ppo,,5,20,1,7,1.0,0.0,13.0,23.0,12.0,0.5597883597883598,2.0,1.0,"[12.0, 5.0, 2.0, 4.0, 0.0]",0.529769230769152
ppo,,5,20,1,8,0.0,0.0,300.0,21.0,7.0,0.8091743119266055,592.0,0.0,"[5.0, 1.0, 5.0, 7.0, 3.0]",0.4928599999999979
ppo,,5,20,1,9,0.0,0.0,300.0,18.0,8.0,0.6612244897959184,0.0,0.0,"[1.0, 2.0, 5.0, 8.0, 2.0]",0.4761266666666586
ppo,,5,20,1,10,0.0,0.0,300.0,28.0,11.0,0.6938053097345133,583.0,295.0,"[11.0, 4.0, 0.0, 5.0, 8.0]",0.4612849999999942
ppo,,5,20,1,11,0.0,0.0,300.0,325.0,300.0,0.2342303385113484,583.0,0.0,"[6.0, 11.0, 4.0, 4.0, 300.0]",0.454106000000003
ppo,,5,20,1,12,0.0,0.0,300.0,25.0,13.0,0.5924170616113744,586.0,0.0,"[4.0, 13.0, 1.0, 4.0, 3.0]",0.4500723333333312
ppo,,5,20,1,13,0.0,0.0,300.0,14.0,6.0,0.5764705882352941,889.0,0.0,"[6.0, 4.0, 0.0, 4.0, 0.0]",0.44916833333333034
ppo,,5,20,1,14,1.0,0.0,16.0,49.0,12.0,0.9216890595009597,4.0,0.0,"[12.0, 12.0, 5.0, 8.0, 12.0]",0.48128124999990973
ppo,,5,20,1,15,0.0,0.0,300.0,11.0,4.0,0.6914285714285714,596.0,297.0,"[4.0, 3.0, 1.0, 3.0, 0.0]",0.4465179999999928
ppo,,5,20,1,16,0.0,0.0,300.0,35.0,11.0,0.768025078369906,588.0,2.0,"[11.0, 0.0, 9.0, 9.0, 6.0]",0.44866200000000117
ppo,,5,20,1,17,0.0,0.0,300.0,44.0,16.0,0.7361216730038023,585.0,284.0,"[13.0, 16.0, 6.0, 8.0, 1.0]",0.45415999999999457
ppo,,5,20,1,18,0.0,0.0,300.0,314.0,300.0,0.21895625138796357,296.0,0.0,"[2.0, 4.0, 2.0, 6.0, 300.0]",0.45223299999999966
ppo,,5,20,1,19,0.0,0.0,300.0,53.0,14.0,0.9538200339558573,5.0,284.0,"[10.0, 10.0, 7.0, 14.0, 12.0]",0.4509740000000069
ppo,,5,20,2,0,0.0,0.0,300.0,25.0,7.0,0.8278145695364238,592.0,0.0,"[7.0, 7.0, 1.0, 4.0, 6.0]",0.4482409999999959
ppo,,5,20,2,1,0.0,0.0,300.0,32.0,13.0,0.7876923076923077,296.0,575.0,"[4.0, 5.0, 5.0, 13.0, 5.0]",0.45210599999999584
ppo,,5,20,2,2,0.0,0.0,300.0,21.0,8.0,0.694488188976378,591.0,0.0,"[3.0, 7.0, 2.0, 1.0, 8.0]",0.4467023333333368
ppo,,5,20,2,3,0.0,0.0,300.0,37.0,9.0,0.9674911660777386,587.0,292.0,"[9.0, 7.0, 8.0, 5.0, 8.0]",0.4534663333333337
ppo,,5,20,2,4,0.0,0.0,300.0,29.0,10.0,0.7157446808510638,596.0,580.0,"[5.0, 3.0, 10.0, 1.0, 10.0]",0.45775766666667533
ppo,,5,20,2,5,0.0,0.0,300.0,35.0,11.0,0.9040590405904059,292.0,2.0,"[11.0, 5.0, 6.0, 8.0, 5.0]",0.44770966666665873
ppo,,5,20,2,6,0.0,0.0,300.0,328.0,300.0,0.23846614208134767,590.0,582.0,"[9.0, 2.0, 300.0, 8.0, 9.0]",0.4531846666666676
ppo,,5,20,2,7,1.0,1.0,9.0,24.0,9.0,0.7384615384615385,0.0,6.0,"[9.0, 4.0, 3.0, 7.0, 1.0]",0.5366666666664818
ppo,,5,20,2,8,0.0,0.0,300.0,312.0,300.0,0.2162094929258379,892.0,0.0,"[2.0, 1.0, 300.0, 5.0, 4.0]",0.45107733333332806
ppo,,5,20,2,9,0.0,0.0,300.0,319.0,300.0,0.2258720381776816,293.0,0.0,"[2.0, 4.0, 7.0, 300.0, 6.0]",0.44737900000000036
ppo,,5,20,2,10,0.0,0.0,300.0,34.0,10.0,0.7863945578231293,297.0,581.0,"[10.0, 9.0, 0.0, 7.0, 8.0]",0.4509390000000006
ppo,,5,20,2,11,0.0,0.0,300.0,30.0,10.0,0.7563025210084033,0.0,290.0,"[0.0, 8.0, 5.0, 10.0, 7.0]",0.4618910000000061
ppo,,5,20,2,12,0.0,0.0,300.0,25.0,10.0,0.7861635220125787,592.0,0.0,"[3.0, 10.0, 4.0, 5.0, 3.0]",0.44848000000000593
ppo,,5,20,2,13,0.0,0.0,300.0,15.0,7.0,0.6,1485.0,0.0,"[7.0, 4.0, 1.0, 3.0, 0.0]",0.44564466666666175
ppo,,5,20,2,14,0.0,0.0,300.0,339.0,299.0,0.25566691509360506,1159.0,2.0,"[3.0, 8.0, 13.0, 299.0, 16.0]",0.4519233333333261
ppo,,5,20,2,15,0.0,0.0,300.0,60.0,21.0,0.7392197125256673,579.0,286.0,"[21.0, 10.0, 12.0, 17.0, 0.0]",0.5150576666666614
ppo,,5,20,2,16,0.0,0.0,300.0,62.0,20.0,0.896037296037296,3.0,288.0,"[7.0, 20.0, 12.0, 11.0, 12.0]",0.45589599999999564
ppo,,5,20,2,17,0.0,0.0,300.0,46.0,13.0,0.9280701754385965,291.0,287.0,"[11.0, 13.0, 6.0, 7.0, 9.0]",0.4704483333333324
ppo,,5,20,2,18,1.0,1.0,28.0,56.0,28.0,0.5722627737226277,0.0,5.0,"[4.0, 14.0, 10.0, 28.0, 0.0]",0.5181785714285831
ppo,,5,20,2,19,0.0,0.0,300.0,50.0,12.0,0.9689922480620154,578.0,0.0,"[11.0, 9.0, 7.0, 11.0, 12.0]",0.469318999999994
ppo,,5,25,0,0,1.0,1.0,9.0,29.0,9.0,0.8452261306532663,0.0,4.0,"[9.0, 5.0, 5.0, 8.0, 2.0]",0.5903999999997072
astar,median,5,25,-1,0,True,True,11,26,11,0.6828282828282828,0,0,"[11, 5, 0, 4, 6]",
astar,component,5,25,-1,0,True,True,13,44,11,0.9536945812807882,0,12,"[11, 10, 7, 6, 10]",
astar,bbox,5,25,-1,0,True,True,9,34,9,0.9475409836065574,0,11,"[8, 7, 5, 9, 5]",
astar,minimax,5,25,-1,0,True,True,7,27,7,0.9169811320754717,0,0,"[7, 7, 3, 6, 4]",
ppo,,5,25,0,1,1.0,1.0,18.0,37.0,18.0,0.5645360824742268,0.0,2.0,"[3.0, 2.0, 12.0, 18.0, 2.0]",0.5227999999998111
astar,median,5,25,-1,1,True,True,16,28,16,0.4584795321637427,0,30,"[2, 0, 9, 16, 1]",
astar,component,5,25,-1,1,True,True,23,40,21,0.5797101449275363,0,48,"[7, 3, 7, 21, 2]",
astar,bbox,5,25,-1,1,True,True,42,46,15,0.853225806451613,0,121,"[5, 11, 10, 15, 5]",
astar,minimax,5,25,-1,1,True,True,59,44,15,0.8309012875536481,0,196,"[4, 10, 10, 15, 5]",
ppo,,5,25,0,2,0.0,0.0,300.0,40.0,14.0,0.8743169398907104,0.0,873.0,"[7.0, 7.0, 6.0, 6.0, 14.0]",0.4692416666666688
astar,median,5,25,-1,2,True,True,12,41,12,0.855470737913486,0,0,"[5, 8, 4, 12, 12]",
astar,component,5,25,-1,2,True,True,17,75,17,0.9673258813413586,0,0,"[17, 14, 17, 10, 17]",
astar,bbox,5,25,-1,2,True,False,167,105,24,0.9919028340080972,10,432,"[19, 22, 21, 19, 24]",
astar,minimax,5,25,-1,2,True,True,11,34,11,0.7180124223602484,0,0,"[4, 8, 0, 11, 11]",
ppo,,5,25,0,3,0.0,0.0,300.0,37.0,18.0,0.535812133072407,597.0,0.0,"[18.0, 13.0, 3.0, 3.0, 0.0]",0.46513533333333373
astar,median,5,25,-1,3,True,False,21,62,21,0.7378119001919385,5,7,"[14, 21, 18, 0, 9]",
astar,component,5,25,-1,3,True,False,240,265,59,0.9939140895902625,17,538,"[51, 52, 59, 47, 56]",
astar,bbox,5,25,-1,3,True,False,36,105,26,0.9778270509977827,7,62,"[26, 20, 23, 17, 19]",
astar,minimax,5,25,-1,3,True,False,117,114,29,0.9534849596478356,31,239,"[29, 23, 22, 14, 26]",
ppo,,5,25,0,4,0.0,0.0,300.0,16.0,6.0,0.8,594.0,0.0,"[6.0, 4.0, 2.0, 2.0, 2.0]",0.46621533333333076
astar,median,5,25,-1,4,True,False,16,35,15,0.6265984654731458,1,0,"[8, 15, 1, 10, 1]",
astar,component,5,25,-1,4,True,False,13,50,12,0.9578544061302682,1,2,"[11, 12, 8, 12, 7]",
astar,bbox,5,25,-1,4,True,False,17,49,14,0.9397260273972603,7,14,"[7, 14, 9, 11, 8]",
astar,minimax,5,25,-1,4,True,False,21,61,17,0.9504469987228608,7,22,"[10, 17, 12, 13, 9]",
ppo,,5,25,0,5,0.0,0.0,300.0,44.0,15.0,0.8203389830508474,591.0,0.0,"[3.0, 6.0, 11.0, 15.0, 9.0]",0.4688103333333397
astar,median,5,25,-1,5,True,False,148,98,25,0.9575274177467598,6,357,"[14, 23, 20, 25, 16]",
astar,component,5,25,-1,5,True,False,231,205,60,0.8759770713913496,18,612,"[60, 59, 31, 32, 23]",
astar,bbox,5,25,-1,5,True,False,21,71,19,0.8977738201246661,8,25,"[7, 17, 18, 19, 10]",
astar,minimax,5,25,-1,5,True,False,18,68,18,0.9475409836065574,5,14,"[9, 15, 15, 18, 11]",
ppo,,5,25,0,6,0.0,0.0,300.0,38.0,11.0,0.9139240506329114,880.0,0.0,"[9.0, 4.0, 11.0, 7.0, 7.0]",0.47504766666667325
astar,median,5,25,-1,6,True,False,181,125,29,0.9606517061174301,7,382,"[27, 29, 27, 27, 15]",
astar,component,5,25,-1,6,True,False,48,97,22,0.9909426013691417,6,84,"[18, 21, 17, 19, 22]",
astar,bbox,5,25,-1,6,True,False,17,67,16,0.9643394199785177,2,4,"[16, 16, 13, 13, 9]",
astar,minimax,5,25,-1,6,True,False,15,63,14,0.9763837638376384,2,1,"[14, 14, 12, 14, 9]",
ppo,,5,25,0,7,0.0,0.0,300.0,49.0,20.0,0.6869814020028613,300.0,293.0,"[20.0, 9.0, 7.0, 0.0, 13.0]",0.4682110000000013
astar,median,5,25,-1,7,True,True,41,57,21,0.752954808806489,0,37,"[17, 21, 4, 6, 9]",
astar,component,5,25,-1,7,True,False,25,81,23,0.914425087108014,6,24,"[19, 23, 8, 16, 15]",
astar,bbox,5,25,-1,7,True,True,18,58,18,0.8389027431421446,0,25,"[18, 17, 8, 5, 10]",
astar,minimax,5,25,-1,7,True,False,28,80,21,0.9155937052932761,21,7,"[18, 21, 13, 8, 20]",
ppo,,5,25,0,8,0.0,0.0,300.0,37.0,14.0,0.7982507288629738,299.0,0.0,"[3.0, 7.0, 5.0, 14.0, 8.0]",0.46513766666665884
astar,median,5,25,-1,8,True,True,15,45,15,0.867237687366167,0,11,"[6, 11, 6, 15, 7]",
astar,component,5,25,-1,8,True,False,16,57,16,0.9486131386861314,2,2,"[10, 12, 8, 16, 11]",
astar,bbox,5,25,-1,8,True,True,13,48,13,0.9070866141732283,0,0,"[8, 13, 9, 13, 5]",
astar,minimax,5,25,-1,8,True,True,17,42,16,0.6863813229571984,0,30,"[2, 13, 9, 16, 2]",
ppo,,5,25,0,9,0.0,0.0,300.0,62.0,21.0,0.7958592132505176,585.0,279.0,"[11.0, 4.0, 18.0, 21.0, 8.0]",0.4688276666666624
astar,median,5,25,-1,9,True,False,54,78,24,0.9135135135135135,1,30,"[15, 15, 15, 24, 9]",
astar,component,5,25,-1,9,True,False,40,160,35,0.9961089494163424,12,1,"[29, 31, 35, 32, 33]",
astar,bbox,5,25,-1,9,True,False,77,89,24,0.9701163502755664,9,238,"[17, 16, 16, 24, 16]",
astar,minimax,5,25,-1,9,True,False,156,89,24,0.9595396729254997,11,312,"[15, 20, 15, 24, 15]",
ppo,,5,25,0,10,0.0,0.0,300.0,309.0,300.0,0.21210222918263302,595.0,0.0,"[4.0, 300.0, 4.0, 0.0, 1.0]",0.46467399999999753
astar,median,5,25,-1,10,True,False,20,33,13,0.6462908011869436,11,36,"[12, 2, 2, 4, 13]",
astar,component,5,25,-1,10,True,False,14,46,13,0.9404444444444444,4,0,"[13, 6, 8, 9, 10]",
astar,bbox,5,25,-1,10,True,False,21,51,15,0.8598347107438017,8,20,"[15, 13, 9, 3, 11]",
astar,minimax,5,25,-1,10,True,False,21,47,17,0.8166358595194085,11,32,"[17, 5, 5, 9, 11]",
ppo,,5,25,0,11,1.0,1.0,10.0,29.0,10.0,0.7751152073732719,0.0,1.0,"[4.0, 8.0, 1.0, 10.0, 6.0]",0.6268599999998514
astar,median,5,25,-1,11,True,False,15,34,13,0.7458064516129033,2,35,"[3, 13, 4, 10, 4]",
astar,component,5,25,-1,11,True,True,46,61,14,0.9856953642384106,0,147,"[10, 11, 14, 13, 13]",
astar,bbox,5,25,-1,11,True,False,74,66,15,0.992255125284738,5,234,"[13, 14, 12, 15, 12]",
astar,minimax,5,25,-1,11,True,False,12,36,12,0.8150943396226416,2,0,"[3, 10, 4, 12, 7]",
ppo,,5,25,0,12,0.0,0.0,300.0,41.0,16.0,0.7292841648590022,585.0,0.0,"[8.0, 4.0, 11.0, 2.0, 16.0]",0.46258500000000424
astar,median,5,25,-1,12,True,False,17,61,16,0.8933973589435774,3,1,"[14, 14, 13, 4, 16]",
astar,component,5,25,-1,12,True,False,30,102,29,0.9553719008264463,1,4,"[18, 29, 20, 18, 17]",
astar,bbox,5,25,-1,12,True,False,48,98,23,0.985025641025641,6,124,"[23, 20, 18, 16, 21]",
astar,minimax,5,25,-1,12,True,False,121,73,19,0.9148497854077253,1,202,"[13, 19, 15, 7, 19]",
ppo,,5,25,0,13,0.0,0.0,300.0,89.0,22.0,0.9226557949912638,292.0,834.0,"[19.0, 22.0, 22.0, 8.0, 18.0]",0.470340000000012
astar,median,5,25,-1,13,True,True,21,59,21,0.818096357226792,0,1,"[10, 15, 6, 21, 7]",
astar,component,5,25,-1,13,True,True,59,103,26,0.9800461893764434,0,132,"[20, 18, 21, 26, 18]",
astar,bbox,5,25,-1,13,True,True,19,79,19,0.9759186864738076,0,7,"[15, 19, 12, 18, 15]",
astar,minimax,5,25,-1,13,True,True,17,54,17,0.7989041095890411,0,6,"[12, 16, 5, 17, 4]",
ppo,,5,25,0,14,0.0,0.0,300.0,26.0,8.0,0.7511111111111111,300.0,584.0,"[8.0, 0.0, 8.0, 4.0, 6.0]",0.4767353333333328
astar,median,5,25,-1,14,True,True,15,40,15,0.7476635514018691,0,3,"[3, 15, 5, 12, 5]",
astar,component,5,25,-1,14,True,True,15,47,15,0.8925252525252525,0,16,"[8, 15, 7, 11, 6]",
astar,bbox,5,25,-1,14,True,True,12,47,12,0.9625272331154684,0,9,"[7, 12, 9, 8, 11]",
astar,minimax,5,25,-1,14,True,True,11,48,11,0.9888412017167382,0,1,"[9, 11, 10, 8, 10]",
ppo,,5,25,0,15,0.0,0.0,300.0,36.0,16.0,0.6200956937799043,872.0,294.0,"[1.0, 2.0, 6.0, 11.0, 16.0]",0.4657106666666522
astar,median,5,25,-1,15,True,False,23,59,23,0.675266731328807,4,0,"[7, 2, 7, 20, 23]",
astar,component,5,25,-1,15,True,False,33,98,28,0.9462068965517242,4,23,"[15, 21, 16, 18, 28]",
astar,bbox,5,25,-1,15,True,False,18,72,18,0.9671641791044776,4,14,"[11, 13, 17, 18, 13]",
astar,minimax,5,25,-1,15,True,False,125,72,20,0.9273703041144902,8,276,"[8, 13, 14, 17, 20]",
ppo,,5,25,0,16,0.0,0.0,300.0,63.0,24.0,0.6790419161676646,298.0,831.0,"[18.0, 2.0, 24.0, 3.0, 16.0]",0.47141066666666137
astar,median,5,25,-1,16,True,False,24,46,24,0.5734417344173441,3,13,"[7, 8, 24, 0, 7]",
astar,component,5,25,-1,16,True,False,49,80,27,0.8839779005524862,3,93,"[10, 13, 27, 15, 15]",
astar,bbox,5,25,-1,16,True,False,18,74,17,0.9813620071684588,7,0,"[12, 15, 17, 13, 17]",
astar,minimax,5,25,-1,16,True,False,17,57,17,0.8792963464140731,3,0,"[7, 14, 17, 6, 13]",
ppo,,5,25,0,17,0.0,0.0,300.0,35.0,10.0,0.8844765342960289,293.0,0.0,"[4.0, 10.0, 8.0, 4.0, 9.0]",0.4647549999999967
astar,median,5,25,-1,17,True,False,22,54,22,0.7673684210526316,4,11,"[5, 7, 9, 11, 22]",
astar,component,5,25,-1,17,True,False,24,96,24,0.9610010427528676,5,10,"[24, 14, 19, 16, 23]",
astar,bbox,5,25,-1,17,True,True,17,63,17,0.9113662456946039,0,1,"[9, 7, 14, 16, 17]",
astar,minimax,5,25,-1,17,True,False,119,79,18,0.9898493259318002,2,202,"[16, 14, 14, 17, 18]",
ppo,,5,25,0,18,0.0,0.0,300.0,37.0,18.0,0.5991247264770241,578.0,0.0,"[1.0, 8.0, 8.0, 18.0, 2.0]",0.4630029999999863
astar,median,5,25,-1,18,True,False,23,51,19,0.8192125984251969,13,6,"[7, 10, 10, 19, 5]",
astar,component,5,25,-1,18,True,False,57,90,22,0.9608540925266904,7,94,"[12, 22, 16, 21, 19]",
astar,bbox,5,25,-1,18,True,False,18,53,14,0.9473861720067454,10,2,"[10, 13, 8, 14, 8]",
astar,minimax,5,25,-1,18,True,False,39,46,14,0.8780082987551867,10,23,"[10, 11, 7, 14, 4]",
ppo,,5,25,0,19,1.0,0.0,20.0,78.0,20.0,0.9190332326283988,8.0,0.0,"[20.0, 7.0, 15.0, 17.0, 19.0]",0.521244999999837
astar,median,5,25,-1,19,True,True,24,54,24,0.6642369020501139,0,7,"[24, 4, 6, 15, 5]",
